repo_key,eligible_1_10,eligible_2_10,repo,datasets,tasks_all,date_min,date_max,licence_dataset,provisional_sha,fetch_seconds,measure_seconds,files_total,py_files,nontest_py_files,test_py_files,code_lines_nontest_nonvendor,py_lines_nontest_nonvendor,python_share,vendored_code_lines,generated_code_lines,generated_or_vendored_share,ipynb_files,packaging_files,packaging_paths,licence_files,count_errors,pygount_generated_files,pygount_binary_files,checkout_mb
python-babel/babel,13,1,python-babel/babel,swebench_live_full;swerebench_filtered,14,2023-02-12 01:57:17+00:00,2025-03-04 17:35:04+00:00,"BSD 3-Clause ""New"" or ""Revised"" License",d7a7589a6cee3aa4c68de60f4d69a9cdad50a7ff,2.3,2.1,170.0,75.0,34.0,41.0,7040.0,6903.0,0.9805,0.0,0.0,0.0,0.0,2.0,pyproject.toml;setup.py,LICENSE,0.0,1.0,0.0,1.1
python-cmd2/cmd2,27,8,python-cmd2/cmd2,swerebench_filtered,27,2017-04-26 19:54:18+00:00,2022-04-18 16:45:48+00:00,MIT License,96acc5a36233f17edcb0925ddf4ff382a0fa0f77,2.2,2.1,256.0,118.0,82.0,36.0,9334.0,9304.0,0.9968,0.0,0.0,0.0,0.0,4.0,plugins/ext_test/setup.py;plugins/template/setup.py;pyproject.toml;setup.py,LICENSE,0.0,1.0,0.0,2.0
python-control/python-control,18,7,python-control/python-control,swebench_live_full;swerebench_filtered,19,2020-06-09 19:07:57+00:00,2025-04-17 03:16:40+00:00,"BSD 3-Clause ""New"" or ""Revised"" License",dc7d71bd1a2d143f10fa8fe91d31292bdf8f5113,3.4,3.1,333.0,155.0,102.0,53.0,17545.0,17514.0,0.9982,0.0,115.0,0.0066,53.0,1.0,pyproject.toml,LICENSE,0.0,0.0,0.0,19.4
python-telegram-bot/python-telegram-bot,13,6,python-telegram-bot/python-telegram-bot,swebench_live_full,17,2024-02-17 16:11:02+00:00,2025-05-25 18:13:17+00:00,,89556d02e36f3a9647cf480fe117647b5749f4be,3.8,2.8,989.0,479.0,249.0,230.0,34430.0,34426.0,0.9999,0.0,0.0,0.0,0.0,1.0,pyproject.toml,LICENSE;LICENSE.dual;LICENSE.lesser,0.0,0.0,0.0,8.0
python/mypy,267,97,python/mypy,swebench_live_full;swegym,271,2018-09-13 18:26:38+00:00,2025-08-31 12:59:36+00:00,,bf70dab2d09b61048a8b720e33efae18281a3313,3.9,8.9,1714.0,412.0,379.0,33.0,170313.0,100656.0,0.591,9455.0,29.0,0.0528,0.0,11.0,mypyc/lib-rt/setup.py;pyproject.toml;setup.py;test-data/packages/typedpkg-stubs/pyproject.toml;test-data/packages/typedpkg/pyproject.toml;test-data/packages/typedpkg_ns_a/pyproject.toml;test-data/packages/typedpkg_ns_b-stubs/pyproject.toml;test-data/packages/typedpkg_ns_b/pyproject.toml;test-data/packages/typedpkg_ns_nested/pyproject.toml;test-data/pybind11_fixtures/pyproject.toml,LICENSE,0.0,6.0,0.0,17.4
pytorch/ignite,63,11,pytorch/ignite,swerebench_filtered,63,2018-02-09 11:11:39+00:00,2023-09-27 15:10:03+00:00,"BSD 3-Clause ""New"" or ""Revised"" License",b92ad52c26e7a07a087afd661d1895aaf0151b34,4.1,1.7,434.0,267.0,154.0,113.0,14481.0,14364.0,0.9919,0.0,0.0,0.0,12.0,2.0,pyproject.toml;setup.py,LICENSE,0.0,0.0,0.0,10.4
pytorch/torchtune,12,5,pytorch/torchtune,swebench_live_full,14,2024-02-02 01:37:11+00:00,2025-04-04 18:41:16+00:00,,84aea68d90ff5f8e65af33fd004e7b84424bc712,3.0,2.7,715.0,428.0,246.0,182.0,28029.0,28021.0,0.9997,0.0,0.0,0.0,0.0,1.0,pyproject.toml,LICENSE,0.0,0.0,0.0,12.6
pyvista/pyvista,23,6,pyvista/pyvista,swerebench_filtered,24,2021-06-11 15:48:12+00:00,2025-04-25 18:16:29+00:00,MIT License,a7269d5477de1687f92b79d55ab10694c13c0410,23.8,5.3,3752.0,428.0,335.0,93.0,51122.0,51107.0,0.9997,0.0,0.0,0.0,0.0,2.0,pyproject.toml;setup.py,LICENSE,0.0,0.0,0.0,167.6
qutebrowser/qutebrowser,75,37,qutebrowser/qutebrowser,swebench_pro,79,,,,e158a480f52185c77ee07a52bc022f021d9789fe,15.2,2.3,936.0,450.0,252.0,198.0,38571.0,36925.0,0.9573,0.0,0.0,0.0,0.0,2.0,scripts/dev/pylint_checkers/setup.py;setup.py,LICENSE,0.0,0.0,0.0,16.9
rdflib/rdflib,11,2,RDFLib/rdflib,swerebench_filtered,11,2020-04-17 17:18:04+00:00,2023-07-07 18:38:06+00:00,"BSD 3-Clause ""New"" or ""Revised"" License",0ea6ca579442219d67ffb1fc7313f05fd16d8d49,3.4,4.7,8863.0,389.0,182.0,207.0,29501.0,29308.0,0.9935,0.0,0.0,0.0,0.0,3.0,pyproject.toml;test/plugins/parser/setup.py;test/plugins/sparqleval/setup.py,LICENSE,0.0,1.0,0.0,44.7
reanahub/reana-client,13,4,reanahub/reana-client,swerebench_filtered,13,2022-02-16 15:46:47+00:00,2024-01-29 15:03:40+00:00,MIT License,02dc83009a6477c1ae045f4e1a6ea9f9e66640fb,2.2,1.1,64.0,39.0,27.0,12.0,3648.0,3516.0,0.9638,0.0,0.0,0.0,0.0,1.0,setup.py,LICENSE,0.0,1.0,0.0,0.4
reata/sqllineage,50,22,reata/sqllineage,swebench_live_full;swerebench_filtered,51,2019-08-11 07:52:41+00:00,2025-03-09 12:47:53+00:00,MIT License,e9e3048afae1705a4c3f80e4ca56dcc0c6df998e,2.3,1.0,260.0,103.0,47.0,56.0,8710.0,3024.0,0.3472,0.0,0.0,0.0,0.0,2.0,pyproject.toml;setup.py,LICENSE,0.0,0.0,0.0,2.1
reflex-dev/reflex,42,17,reflex-dev/reflex,swebench_live_full,44,2024-01-02 20:14:08+00:00,2025-04-02 20:15:48+00:00,,6afcaf60bde184258b79d3bba8eb35046a87a073,3.0,2.2,497.0,376.0,248.0,128.0,27055.0,25822.0,0.9544,0.0,0.0,0.0,0.0,1.0,pyproject.toml,LICENSE,0.0,0.0,0.0,5.4
reframe-hpc/reframe,14,4,reframe-hpc/reframe,swerebench_filtered,14,2022-06-08 11:06:27+00:00,2025-04-02 22:01:52+00:00,"BSD 3-Clause ""New"" or ""Revised"" License",fcede1ac2d35d060aa4440d5559fb8d35c23ca01,3.8,2.0,394.0,212.0,162.0,50.0,20260.0,18200.0,0.8983,0.0,0.0,0.0,1.0,1.0,pyproject.toml,LICENSE,0.0,0.0,0.0,12.8
repobee/repobee,15,11,repobee/repobee,swerebench_filtered,15,2019-04-16 21:47:32+00:00,2020-07-22 13:10:59+00:00,MIT License,cbfc528f133d099530a7ad51975843226c4336b8,2.2,0.8,157.0,79.0,50.0,29.0,4045.0,3907.0,0.9659,0.0,0.0,0.0,0.0,2.0,pyproject.toml;setup.py,LICENSE,0.0,1.0,0.0,0.9
researchobject/ro-crate-py,13,2,ResearchObject/ro-crate-py,swerebench_filtered,13,2021-02-26 11:59:15+00:00,2024-09-05 12:13:55+00:00,Apache License 2.0,1419ddc3b6a95a24577ac5a5ee3635204021608b,2.3,0.8,92.0,41.0,30.0,11.0,1630.0,1628.0,0.9988,0.0,0.0,0.0,3.0,1.0,setup.py,LICENSE,0.0,0.0,0.0,2.3
run-llama/llama_deploy,13,8,run-llama/llama_deploy,swebench_live_full,13,2024-07-01 13:35:56+00:00,2025-05-14 10:46:28+00:00,,4f540e85fe2eb95927b4bea712c0892af2959254,2.5,2.6,365.0,216.0,130.0,86.0,16380.0,5356.0,0.327,0.0,0.0,0.0,0.0,3.0,docs/pyproject.toml;examples/message-queue-integrations/_app/pyproject.toml;pyproject.toml,LICENSE,0.0,0.0,0.0,4.4
scikit-learn/scikit-learn,220,46,scikit-learn/scikit-learn,swebench_full,229,2014-11-07 23:15:42+00:00,2023-06-21 04:24:21+00:00,,33a1f1690e7a7007633f59b6bee32017f4229864,5.1,5.4,1563.0,922.0,622.0,295.0,106926.0,88675.0,0.8293,809.0,0.0,0.0075,0.0,2.0,pyproject.toml;setup.py,COPYING,0.0,1.0,0.0,21.5
scipp/plopp,19,8,scipp/plopp,swerebench_filtered,19,2022-10-05 16:34:40+00:00,2025-04-25 06:55:57+00:00,"BSD 3-Clause ""New"" or ""Revised"" License",46c48e4084d63c926cee00f1567c86a2e615b8f1,2.4,1.0,224.0,102.0,67.0,35.0,4780.0,4737.0,0.991,0.0,0.0,0.0,27.0,1.0,pyproject.toml,LICENSE,0.0,0.0,0.0,2.2
scrapy/scrapy,24,7,scrapy/scrapy,swerebench_filtered,24,2017-01-24 14:34:24+00:00,2025-02-13 13:41:48+00:00,"BSD 3-Clause ""New"" or ""Revised"" License",00167edca0677fd9657a8c5995d30600dd37fe37,3.0,1.4,537.0,351.0,176.0,175.0,16362.0,16359.0,0.9998,0.0,0.0,0.0,0.0,1.0,pyproject.toml,LICENSE,0.0,0.0,0.0,4.4
sdv-dev/sdv,15,5,sdv-dev/SDV,swebench_live_full,15,2025-04-17 21:31:14+00:00,2025-08-27 19:48:19+00:00,,a400b4e963fb140290007835ff7e2872b9d330b9,2.8,1.3,271.0,203.0,80.0,123.0,9399.0,9399.0,1.0,0.0,0.0,0.0,0.0,1.0,pyproject.toml,LICENSE,0.0,1.0,0.0,4.7
shapely/shapely,11,2,shapely/shapely,swebench_live_full;swerebench_filtered,11,2022-08-08 22:19:17+00:00,2025-03-08 09:02:30+00:00,"BSD 3-Clause ""New"" or ""Revised"" License",70be08ef1eea9cbd49d787ac0fe3d1fc85a1bf86,2.6,1.5,250.0,157.0,75.0,82.0,11310.0,5234.0,0.4628,0.0,0.0,0.0,0.0,2.0,pyproject.toml;setup.py,LICENSE.txt,0.0,0.0,0.0,1.7
sissbruecker/linkding,33,16,sissbruecker/linkding,swebench_live_full,34,2024-01-28 11:18:42+00:00,2025-08-26 09:53:54+00:00,,5cc8c9c010175e9f438d9c1c31117b7ce735a46a,2.6,1.1,408.0,204.0,131.0,73.0,7056.0,6129.0,0.8686,1149.0,727.0,0.2286,0.0,0.0,,LICENSE.txt,0.0,0.0,0.0,5.0
spacetelescope/jwst,15,7,spacetelescope/jwst,swerebench_filtered,16,2019-06-10 21:12:40+00:00,2024-09-06 18:24:17+00:00,BSD License,e8ba844c92f5959069859aea0336214360f2d75d,7.0,3.8,1725.0,722.0,386.0,336.0,49079.0,46945.0,0.9565,0.0,0.0,0.0,38.0,2.0,pyproject.toml;setup.py,LICENSE,0.0,1.0,0.0,106.6
spdx/tools-python,15,1,spdx/tools-python,swerebench_filtered,15,2022-11-11 15:06:10+00:00,2024-07-26 10:27:36+00:00,Apache License 2.0,552940abb52cbc9cf358e429d1388e9c1b25d7a6,2.2,1.2,492.0,443.0,284.0,159.0,8826.0,8787.0,0.9956,0.0,0.0,0.0,0.0,2.0,pyproject.toml;setup.py,LICENSE,0.0,0.0,0.0,3.8
sphinx-doc/sphinx,223,65,sphinx-doc/sphinx,swebench_full;swebench_live_full;swerebench_filtered,227,2020-03-01 13:26:01+00:00,2025-02-21 21:06:26+00:00,BSD-2-Clause,8ef07089eeb3082f23338f18519d8cc96fd38b43,3.5,4.9,1925.0,717.0,215.0,502.0,62825.0,53184.0,0.8465,0.0,8211.0,0.1307,0.0,1.0,pyproject.toml,LICENSE.rst,0.0,68.0,0.0,21.4
sphinx-gallery/sphinx-gallery,11,3,sphinx-gallery/sphinx-gallery,swerebench_filtered,11,2019-04-27 19:04:02+00:00,2024-07-30 10:18:21+00:00,"BSD 3-Clause ""New"" or ""Revised"" License",215e039e758546acd9a18e25361ca46f99303140,2.7,1.3,171.0,86.0,40.0,46.0,4485.0,4405.0,0.9822,0.0,0.0,0.0,0.0,1.0,pyproject.toml,LICENSE,0.0,1.0,0.0,1.5
spikeinterface/spikeinterface,10,5,SpikeInterface/spikeinterface,swerebench_filtered,10,2022-11-03 21:56:02+00:00,2025-04-02 09:24:15+00:00,MIT License,b8f7253b018d55c730e3cb096e17ff89339a5050,5.2,3.5,777.0,554.0,336.0,198.0,49885.0,49791.0,0.9981,3200.0,0.0,0.0603,0.0,2.0,pyproject.toml;setup.py,LICENSE,0.0,0.0,0.0,19.5
sqlfluff/sqlfluff,50,19,sqlfluff/sqlfluff,swerebench_filtered,51,2020-10-02 17:24:38+00:00,2024-10-17 12:05:25+00:00,MIT License,514690958e5afdafde117ac74124f8fd8f2bd89f,3.8,7.0,4583.0,370.0,271.0,99.0,74911.0,48515.0,0.6476,0.0,17.0,0.0002,0.0,7.0,plugins/sqlfluff-plugin-example/pyproject.toml;plugins/sqlfluff-templater-dbt/pyproject.toml;pyproject.toml;test/fixtures/cli/extra_configs/pyproject.toml;test/fixtures/config/inheritance_a/nested/pyproject.toml;test/fixtures/config/toml/pyproject.toml;test/fixtures/linter/sqlfluffignore/pyproject.toml,LICENSE.md,0.0,0.0,0.0,15.7
stanfordnlp/dspy,18,3,stanfordnlp/dspy,swebench_live_full,21,2024-04-05 14:03:07+00:00,2025-08-30 07:39:31+00:00,,da482fdee1560de668f9ada9ecf764cb13c8548b,5.4,1.5,416.0,215.0,130.0,85.0,12880.0,12770.0,0.9915,0.0,0.0,0.0,18.0,2.0,.github/.internal_dspyai/pyproject.toml;pyproject.toml,LICENSE,0.0,0.0,0.0,19.8
statsmodels/statsmodels,13,4,statsmodels/statsmodels,swerebench_filtered,13,2022-06-29 18:29:00+00:00,2025-01-05 21:27:18+00:00,"BSD 3-Clause ""New"" or ""Revised"" License",831e26ca5dfb087658500f08236a30b99b3f4501,8.2,7.8,2186.0,1195.0,745.0,447.0,104792.0,100078.0,0.955,182.0,0.0,0.0017,77.0,2.0,pyproject.toml;setup.py,LICENSE.txt,0.0,73.0,0.0,45.3
streamlink/streamlink,78,17,streamlink/streamlink,swebench_live_full;swerebench_filtered,85,2017-05-05 16:07:06+00:00,2025-05-29 14:13:07+00:00,"BSD 2-Clause ""Simplified"" License",987c4176f5d23efb845a0c0b884eac926e650d47,3.8,1.6,638.0,508.0,268.0,240.0,22802.0,22359.0,0.9806,0.0,0.0,0.0,0.0,2.0,pyproject.toml;setup.py,LICENSE,0.0,15.0,0.0,3.6
sunpy/sunpy,12,1,sunpy/sunpy,swerebench_filtered,12,2020-12-11 03:45:50+00:00,2024-12-27 07:22:24+00:00,"BSD 2-Clause ""Simplified"" License",7b7562c232c4031b0bcf3f13034f873eb4457eef,5.1,2.4,844.0,451.0,282.0,164.0,19009.0,17491.0,0.9201,2924.0,0.0,0.1333,0.0,2.0,pyproject.toml;setup.py,LICENSE.rst,0.0,2.0,0.0,9.2
sympy/sympy,382,82,sympy/sympy,swebench_full;swebench_live_full;swerebench_filtered,400,2016-06-12 14:14:58+00:00,2025-04-06 17:34:27+00:00,BSD,1b067d20fdb512f337a8b838eb0c74498720a472,4.8,11.8,2033.0,1572.0,869.0,698.0,215567.0,215543.0,0.9999,896.0,444.0,0.0062,0.0,2.0,pyproject.toml;setup.py,LICENSE,0.0,9.0,0.0,31.8
tefra/xsdata,27,9,tefra/xsdata,swerebench_filtered,27,2021-01-30 19:34:17+00:00,2025-03-23 07:36:48+00:00,MIT License,2b96e1d6c02684e8a866708b36635c44b2944a61,2.6,1.3,447.0,336.0,127.0,209.0,11919.0,11919.0,1.0,0.0,0.0,0.0,0.0,1.0,pyproject.toml,LICENSE,0.0,0.0,0.0,1.9
terrapower/armi,12,6,terrapower/armi,swerebench_filtered,13,2020-07-28 21:36:47+00:00,2025-01-31 00:28:24+00:00,Apache License 2.0,7b6693f1460d1c0d8d0a8e40edd22a07967bc6f8,3.4,2.5,666.0,479.0,300.0,179.0,43706.0,43686.0,0.9995,0.0,0.0,0.0,4.0,1.0,pyproject.toml,LICENSE.md,0.0,0.0,0.0,13.1
textualize/textual,58,16,Textualize/textual,swebench_live_full;swerebench_filtered,58,2022-04-28 09:27:13+00:00,2025-06-13 15:44:41+00:00,MIT License,3483d81fbed1f395d00b636b5043b0e9e80ca853,5.4,3.5,2047.0,959.0,557.0,402.0,46413.0,46228.0,0.996,0.0,0.0,0.0,0.0,1.0,pyproject.toml,LICENSE,0.0,0.0,0.0,51.0
tobymao/sqlglot,291,172,tobymao/sqlglot,swerebench_filtered,294,2021-07-27 20:24:39+00:00,2025-04-25 21:31:36+00:00,MIT License,06db2350a1c625cc30212912a73267127fc4f3ea,10.3,5.0,318.0,126.0,78.0,48.0,33507.0,32650.0,0.9744,0.0,0.0,0.0,0.0,3.0,pyproject.toml;setup.py;sqlglotrs/pyproject.toml,LICENSE,0.0,0.0,0.0,90.4
tornadoweb/tornado,21,13,tornadoweb/tornado,swerebench_filtered,21,2017-01-27 00:17:20+00:00,2023-08-23 01:35:38+00:00,Apache License 2.0,d33bd7d7de020dfebeb847311a49edb481991d76,2.4,2.6,309.0,108.0,72.0,36.0,13511.0,13218.0,0.9783,0.0,0.0,0.0,0.0,4.0,maint/test/cython/setup.py;maint/test/mypy/setup.py;pyproject.toml;setup.py,LICENSE,0.0,0.0,0.0,2.0
tox-dev/tox,66,23,tox-dev/tox,swebench_live_full;swerebench_filtered,67,2017-05-18 17:01:57+00:00,2025-06-01 20:23:04+00:00,MIT License,7ed917be1c3ec063210d3d09d69d2950e408bd16,2.2,1.2,274.0,225.0,115.0,110.0,9176.0,9176.0,1.0,0.0,0.0,0.0,0.0,1.0,pyproject.toml,LICENSE,0.0,0.0,0.0,1.3
twisted/towncrier,16,5,twisted/towncrier,swerebench_filtered,16,2019-11-12 15:23:25+00:00,2025-02-20 08:59:00+00:00,MIT License,cd0d2df75d3fe8d6d8795a52e7fd115c43cf6f0c,1.9,0.5,73.0,28.0,19.0,9.0,1282.0,1282.0,1.0,0.0,0.0,0.0,0.0,1.0,pyproject.toml,LICENSE,0.0,1.0,0.0,0.3
twisted/twisted,13,5,twisted/twisted,swerebench_filtered,13,2022-09-24 21:04:11+00:00,2024-11-18 02:15:21+00:00,MIT License,7ac990f8d59699221633269c9e13b47dfbbab8a3,3.6,4.7,1448.0,1103.0,769.0,334.0,81207.0,81203.0,1.0,0.0,0.0,0.0,0.0,2.0,docs/core/examples/threadedselect/Cocoa/SimpleWebClient/setup.py;pyproject.toml,LICENSE,0.0,4.0,0.0,15.0
ucfopen/canvasapi,23,5,ucfopen/canvasapi,swerebench_filtered,23,2017-08-10 17:48:25+00:00,2021-09-01 05:45:53+00:00,MIT License,fef329b92c06d9ed58e4744f65b8acf605f31207,2.3,1.2,295.0,145.0,75.0,70.0,5824.0,5808.0,0.9973,0.0,0.0,0.0,0.0,1.0,setup.py,LICENSE,0.0,1.0,0.0,1.5
urllib3/urllib3,15,2,urllib3/urllib3,swebench_live_full;swerebench_filtered,15,2022-11-17 00:41:43+00:00,2025-04-26 13:14:12+00:00,MIT License,9996e0fbf90b77083ad3c73737a6c6395703faa9,2.3,1.6,157.0,81.0,49.0,32.0,7826.0,7741.0,0.9891,0.0,0.0,0.0,0.0,1.0,pyproject.toml,LICENSE.txt,0.0,0.0,0.0,1.6
vertexproject/synapse,12,3,vertexproject/synapse,swerebench_filtered,12,2017-07-03 14:51:10+00:00,2024-10-02 18:21:30+00:00,Apache License 2.0,b5cc3206b4a0620ccbf75d560f93855f202e14ad,3.8,4.4,761.0,460.0,240.0,194.0,61107.0,60800.0,0.995,2251.0,0.0,0.0355,0.0,1.0,pyproject.toml,LICENSE,0.0,0.0,0.0,25.1
wemake-services/wemake-python-styleguide,36,15,wemake-services/wemake-python-styleguide,swebench_live_full;swerebench_filtered,37,2020-10-06 16:56:15+00:00,2025-04-09 09:25:38+00:00,MIT License,2409cae2815b85de371c70d1df854156344c3c39,4.0,1.0,474.0,395.0,157.0,238.0,8169.0,8121.0,0.9941,0.0,0.0,0.0,1.0,1.0,pyproject.toml,LICENSE,0.0,0.0,0.0,3.9
xknx/xknx,12,5,XKNX/xknx,swerebench_filtered,12,2019-02-21 15:51:26+00:00,2025-02-18 20:35:56+00:00,MIT License,12ad7c9c7e081d68a91005c8ea2e7f5aac6a7bde,2.7,2.8,405.0,333.0,202.0,131.0,23488.0,16330.0,0.6952,0.0,0.0,0.0,0.0,1.0,pyproject.toml,LICENSE,0.0,0.0,0.0,3.1
xonsh/xonsh,18,7,xonsh/xonsh,swerebench_filtered,18,2018-08-27 19:21:19+00:00,2024-10-02 01:26:27+00:00,BSD License,4fc7d59c95f10821712d70fc9904b1906ec7e381,4.6,3.1,469.0,239.0,160.0,79.0,33727.0,33419.0,0.9909,0.0,0.0,0.0,0.0,2.0,pyproject.toml;setup.py,license,0.0,1.0,0.0,17.8
yt-dlp/yt-dlp,12,6,yt-dlp/yt-dlp,swebench_live_full;swerebench_filtered,15,2022-09-03 20:29:36+00:00,2025-03-25 19:04:43+00:00,The Unlicense,336b33e72fe0105a33c40c8e5afdff720e17afdb,3.1,8.7,1254.0,1173.0,1138.0,35.0,124866.0,124855.0,0.9999,0.0,0.0,0.0,0.0,1.0,pyproject.toml,LICENSE,0.0,1.0,0.0,11.3
yt-project/unyt,12,1,yt-project/unyt,swerebench_filtered,12,2022-10-31 11:04:23+00:00,2025-02-06 18:24:16+00:00,"BSD 3-Clause ""New"" or ""Revised"" License",09fb30062e927744f8305b673a21322a21b91034,3.1,1.4,87.0,37.0,25.0,12.0,5056.0,5056.0,1.0,0.0,0.0,0.0,0.0,1.0,pyproject.toml,LICENSE,0.0,1.0,0.0,2.1
yukinarit/pyserde,10,7,yukinarit/pyserde,swerebench_filtered,10,2020-10-23 08:34:05+00:00,2024-12-05 22:29:53+00:00,MIT License,2ae010d56d88c9232ef2817b7c8dca985077cdcf,2.2,0.9,164.0,109.0,86.0,23.0,4776.0,4776.0,1.0,0.0,0.0,0.0,0.0,2.0,bench/pyproject.toml;pyproject.toml,LICENSE,0.0,0.0,0.0,0.7
zarr-developers/zarr-python,42,17,zarr-developers/zarr-python,swerebench_filtered,42,2019-07-21 02:01:05+00:00,2025-04-24 14:50:30+00:00,MIT License,0351c4e524e60b849dbaca2c00fabee20e882f46,2.4,1.7,180.0,108.0,59.0,49.0,10926.0,10921.0,0.9995,0.0,0.0,0.0,10.0,1.0,pyproject.toml,LICENSE.txt,0.0,1.0,0.0,5.4
