repo_key,eligible_1_10,eligible_2_10,repo,datasets,tasks_all,date_min,date_max,licence_dataset,provisional_sha,fetch_seconds,measure_seconds,files_total,py_files,nontest_py_files,test_py_files,code_lines_nontest_nonvendor,py_lines_nontest_nonvendor,python_share,vendored_code_lines,generated_code_lines,generated_or_vendored_share,ipynb_files,packaging_files,packaging_paths,licence_files,count_errors,pygount_generated_files,pygount_binary_files,checkout_mb,fork,archived,licence_spdx,description,parent,stargazers_count,topics,measured,R2_python_share,R3_min_files,R5_licence,X_fork,X_notebooks,X_generated_vendored,flag_monorepo_check,passes_R2_R3_R5_X,python_share_b,nontest_py_files_b,passes_variant_b
matthewwithanm/python-markdownify,13,1,matthewwithanm/python-markdownify,swerebench_filtered,13,2021-02-05 19:44:50+00:00,2025-03-01 16:01:32+00:00,MIT License,ac5736f0a3ccd072202aa99edcbe3cc31340461b,2.0,0.2,21.0,12.0,2.0,10.0,531.0,531.0,1.0,0.0,0.0,0.0,0.0,1.0,pyproject.toml,LICENSE,0.0,0.0,0.0,0.1,False,False,MIT,Convert HTML to Markdown,,2249.0,[],True,True,False,True,False,False,False,False,False,1.0,2.0,False
mikedh/trimesh,18,18,mikedh/trimesh,swebench_live_full;swerebench_filtered,25,2019-11-11 18:13:35+00:00,2025-05-22 18:24:08+00:00,MIT License,156e6c4b236fada0ba236f07365ab41d538264d7,4.8,2.3,545.0,248.0,134.0,114.0,22881.0,22776.0,0.9954,0.0,0.0,0.0,9.0,1.0,pyproject.toml,LICENSE.md,0.0,0.0,0.0,33.0,False,False,MIT,Python library for loading and using triangular meshes.,,3683.0,"['geometry', 'mesh', 'python', 'triangular-meshes']",True,True,True,True,False,False,False,False,True,0.9954,134.0,True
missionpinball/mpf,10,6,missionpinball/mpf,swerebench_filtered,10,2018-01-22 19:18:54+00:00,2019-10-03 11:03:03+00:00,MIT License,c43bf1badfedd961d324af3199ea586438102ca3,3.1,2.6,868.0,429.0,267.0,162.0,30506.0,30506.0,1.0,0.0,0.0,0.0,0.0,1.0,setup.py,LICENSE.md,0.0,0.0,0.0,5.5,False,False,MIT,Mission Pinball Framework: Open source software to run a real pinball machine.,,259.0,"['mission-pinball-framework', 'mpf', 'pinball', 'python']",True,True,True,True,False,False,False,False,True,1.0,267.0,True
mit-ll-responsible-ai/hydra-zen,10,1,mit-ll-responsible-ai/hydra-zen,swerebench_filtered,10,2021-07-09 15:01:01+00:00,2024-07-12 15:40:13+00:00,MIT License,2e7e253ba904707dc9b3d67b24a37aa7d9771853,2.5,1.4,194.0,98.0,24.0,71.0,4740.0,4736.0,0.9992,54.0,0.0,0.0113,0.0,1.0,pyproject.toml,LICENSE.txt,0.0,0.0,0.0,2.4,False,False,MIT,Create powerful Hydra applications without the yaml files and boilerplate code.,,476.0,"['configurable', 'configuration', 'dataclasses', 'deep-learning', 'dynamic-configuration', 'machine-learning', 'machinelearning', 'pytorch', 'pytorch-lightning', 'reproducibility', 'reproducible-science', 'scalable', 'yaml-configuration']",True,True,False,True,False,False,False,False,False,0.9992,24.0,False
mne-tools/mne-python,13,10,mne-tools/mne-python,swerebench_filtered,13,2022-09-16 20:25:11+00:00,2024-06-14 10:00:25+00:00,"BSD 3-Clause ""New"" or ""Revised"" License",d0eff795ad5d52c72428f61cb39cfb966bd60571,8.2,6.7,1499.0,850.0,604.0,246.0,126158.0,123376.0,0.9779,0.0,0.0,0.0,0.0,1.0,pyproject.toml,LICENSE.txt,0.0,1.0,0.0,100.1,False,False,BSD-3-Clause,MNE: Magnetoencephalography (MEG) and Electroencephalography (EEG) in Python,,3521.0,"['ecog', 'eeg', 'electrocorticography', 'electroencephalography', 'machine-learning', 'magnetoencephalography', 'meg', 'neuroimaging', 'neuroscience', 'python', 'statistics', 'visualization']",True,True,True,True,False,False,False,False,True,0.9845,604.0,True
modin-project/modin,101,42,modin-project/modin,swegym;swerebench_filtered,112,2021-04-29 09:04:40+00:00,2025-02-06 21:20:05+00:00,Apache License 2.0,35275e1c2d8a420a0fd16e3fca6ae5383fbdbc55,5.2,2.9,734.0,401.0,293.0,108.0,46375.0,46319.0,0.9988,0.0,0.0,0.0,29.0,1.0,setup.py,LICENSE;LICENSE_HEADER,0.0,0.0,0.0,27.1,False,False,Apache-2.0,Modin: Scale your Pandas workflows by changing a single line of code,,10389.0,"['analytics', 'data-science', 'dataframe', 'datascience', 'distributed', 'modin', 'pandas', 'python', 'sql']",True,True,True,True,False,False,False,False,True,0.9988,289.0,True
mozilla/bleach,11,4,mozilla/bleach,swerebench_filtered,11,2017-03-03 17:05:38+00:00,2024-10-25 18:09:05+00:00,Apache License 2.0,648a97d0884ccddf8a7a9887adc83d32974688dc,2.2,2.2,118.0,54.0,12.0,7.0,1063.0,1036.0,0.9746,7872.0,0.0,0.881,0.0,1.0,setup.py,LICENSE,0.0,0.0,0.0,0.8,False,True,NOASSERTION,Bleach is an allowed-list-based HTML sanitizing library that escapes or strips markup and attributes,,2765.0,[],True,True,False,True,False,False,True,False,False,0.9746,12.0,False
mwaskom/seaborn,21,10,mwaskom/seaborn,swebench_full,22,2020-12-18 19:35:43+00:00,2023-06-27 23:17:29+00:00,,515286e02be3e4c0ff2ef4addb34a53c4a676ee4,3.6,2.0,327.0,153.0,107.0,40.0,15601.0,15563.0,0.9976,1155.0,0.0,0.0689,90.0,1.0,pyproject.toml,licences/APPDIRS_LICENSE;licences/HUSL_LICENSE;licences/NUMPYDOC_LICENSE;licences/PACKAGING_LICENSE;licences/SCIPY_LICENSE;LICENSE.md,0.0,0.0,0.0,5.5,False,False,BSD-3-Clause,Statistical data visualization in Python,,14033.0,"['data-science', 'data-visualization', 'matplotlib', 'pandas', 'python']",True,True,True,True,False,False,False,False,True,0.9976,107.0,True
mwouts/jupytext,13,3,mwouts/jupytext,swerebench_filtered,13,2019-10-29 23:58:10+00:00,2025-03-13 20:08:58+00:00,MIT License,ef6afaaa032edea57c8867949b47335463a2321f,3.7,1.8,774.0,265.0,43.0,222.0,7350.0,6404.0,0.8713,0.0,0.0,0.0,77.0,1.0,pyproject.toml,LICENSE,0.0,2.0,0.0,10.6,False,False,MIT,"Jupyter Notebooks as Markdown Documents, Julia, Python or R scripts",,7251.0,"['hydrogen', 'jupyter-notebook', 'jupyterlab', 'jupyterlab-extension', 'knitr', 'markdown', 'notebooks', 'python', 'rmarkdown', 'rstudio', 'version-control']",True,True,False,True,False,False,False,False,False,0.8713,43.0,False
narwhals-dev/narwhals,25,17,narwhals-dev/narwhals,swerebench_filtered,25,2024-05-11 20:12:52+00:00,2024-12-29 21:33:39+00:00,MIT License,0a67642a507699fecedcb5f945c2e05b5a0f4160,2.7,2.4,418.0,333.0,109.0,224.0,18766.0,18732.0,0.9982,0.0,0.0,0.0,0.0,1.0,pyproject.toml,LICENSE.md,0.0,0.0,0.0,2.8,False,False,MIT,Lightweight and extensible compatibility layer between dataframe libraries!,,1722.0,"['cudf', 'dask', 'duckdb', 'ibis', 'pandas', 'polars', 'pyarrow', 'pyspark']",True,True,True,True,False,False,False,False,True,0.9982,109.0,True
networkx/networkx,44,13,networkx/networkx,swebench_live_full;swerebench_filtered,45,2017-03-14 15:36:14+00:00,2025-08-29 13:10:02+00:00,BSD 3-Clause,8ec80c76f34ccb5df0ab197eef597da49d86f029,3.6,2.6,957.0,677.0,384.0,291.0,39712.0,39644.0,0.9983,94.0,0.0,0.0024,0.0,1.0,pyproject.toml,LICENSE.txt,0.0,1.0,0.0,9.9,False,False,NOASSERTION,Network Analysis in Python,,17271.0,"['complex-networks', 'graph-algorithms', 'graph-analysis', 'graph-generation', 'graph-theory', 'graph-visualization', 'python']",True,True,True,True,False,False,False,False,True,0.9983,384.0,True
nilearn/nilearn,24,10,nilearn/nilearn,swerebench_filtered,26,2021-06-04 16:01:59+00:00,2025-02-20 11:06:03+00:00,New BSD License,fefa4d30c262384ebda0f1123a1691abf466a9f0,5.4,5.0,951.0,421.0,262.0,155.0,36809.0,36564.0,0.9933,1072.0,136.0,0.0319,1.0,1.0,pyproject.toml,LICENSE,0.0,1.0,0.0,28.5,False,False,BSD-3-Clause,Machine learning for NeuroImaging in Python,,1439.0,"['brain-connectivity', 'brain-imaging', 'brain-mri', 'decoding', 'fmri', 'machine-learning', 'mvpa', 'neuroimaging', 'python']",True,True,True,True,False,False,False,False,True,0.9933,262.0,True
nipy/nipype,18,4,nipy/nipype,swerebench_filtered,18,2017-04-05 00:47:13+00:00,2024-08-01 09:45:41+00:00,Apache License 2.0,6ac81cabddcd1174e1d8630737136aa14b4a11ed,3.3,3.5,1869.0,1346.0,312.0,1030.0,59797.0,59338.0,0.9923,2716.0,0.0,0.0434,0.0,3.0,nipype/interfaces/dipy/setup.py;pyproject.toml;setup.py,LICENSE,0.0,50.0,0.0,11.3,False,False,NOASSERTION,Workflows and interfaces for neuroimaging packages,,835.0,"['big-data', 'brain-imaging', 'brainweb', 'data-science', 'dataflow', 'dataflow-programming', 'neuroimaging', 'python', 'workflow-engine']",True,True,True,True,False,False,False,False,True,0.9923,312.0,True
nltk/nltk,11,2,nltk/nltk,swerebench_filtered,11,2020-03-02 22:33:26+00:00,2023-11-09 07:51:48+00:00,Apache License 2.0,e0b05bb36f18b3d6b2a44e4a1831b05d586791f3,3.4,3.4,496.0,360.0,308.0,52.0,59103.0,59035.0,0.9988,0.0,0.0,0.0,1.0,1.0,setup.py,LICENSE.txt,0.0,2.0,0.0,8.5,False,False,Apache-2.0,NLTK Source,,14722.0,"['machine-learning', 'natural-language-processing', 'nlp', 'nltk', 'python']",True,True,True,True,False,False,False,False,True,0.9988,296.0,True
nrel/hescore-hpxml,15,1,NREL/hescore-hpxml,swerebench_filtered,15,2019-07-24 19:57:16+00:00,2022-03-15 22:39:31+00:00,"BSD 2-Clause ""Simplified"" License",,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,,,False
numba/numba,35,13,numba/numba,swerebench_filtered,35,2019-01-30 14:15:59+00:00,2024-10-17 13:16:30+00:00,"BSD 2-Clause ""Simplified"" License",b49469f06176769ecfa47a7865ef2030f4ed77f4,3.0,5.8,1037.0,782.0,369.0,413.0,127360.0,108944.0,0.8554,0.0,3.0,0.0,0.0,1.0,setup.py,LICENSE;LICENSES.third-party,0.0,1.0,0.0,13.6,False,False,BSD-2-Clause,NumPy aware dynamic Python compiler using LLVM,,11158.0,"['compiler', 'cuda', 'llvm', 'numba', 'numpy', 'parallel', 'python']",True,True,True,True,False,False,False,False,True,0.8554,369.0,True
nvidia/hpc-container-maker,10,3,NVIDIA/hpc-container-maker,swerebench_filtered,10,2020-03-20 22:31:45+00:00,2024-05-14 16:36:31+00:00,Apache License 2.0,ce582fa83c9dc96c74e0343fdc25c69c9ea277e8,2.2,1.6,236.0,203.0,119.0,84.0,8146.0,8029.0,0.9856,0.0,0.0,0.0,1.0,1.0,setup.py,LICENSE,0.0,0.0,0.0,1.6,False,False,Apache-2.0,HPC Container Maker,,517.0,"['containers', 'docker', 'hpc', 'singularity']",True,True,True,True,False,False,False,False,True,0.9854,113.0,True
oasis-open/cti-python-stix2,21,9,oasis-open/cti-python-stix2,swerebench_filtered,23,2017-05-15 15:03:14+00:00,2024-09-23 14:52:23+00:00,"BSD 3-Clause ""New"" or ""Revised"" License",fa8c95bba783c9dce8e2c56391077aee22767553,2.3,1.6,306.0,165.0,69.0,96.0,9462.0,9462.0,1.0,0.0,0.0,0.0,16.0,1.0,setup.py,LICENSE,0.0,0.0,0.0,3.1,False,False,BSD-3-Clause,OASIS TC Open Repository: Python APIs for STIX 2,,439.0,"['cti', 'cyber-threat-intelligence', 'json', 'oasis', 'python', 'stix', 'stix2']",True,True,True,True,False,False,False,False,True,1.0,62.0,True
omni-us/jsonargparse,28,7,omni-us/jsonargparse,swerebench_filtered,28,2021-08-06 21:11:08+00:00,2025-04-22 17:31:57+00:00,MIT License,ce4b8aa8f26cc91b0878329b8c14f1b7177f1774,2.2,2.1,79.0,51.0,25.0,26.0,8313.0,8313.0,1.0,0.0,0.0,0.0,0.0,1.0,pyproject.toml,LICENSE.rst,0.0,0.0,0.0,1.2,False,False,MIT,"Minimal effort CLIs derived from type hints and parse from command line, config files and environment variables",,432.0,"['argparse', 'argparse-alternative', 'argument-parser', 'cli', 'configuration-files', 'dataclasses', 'dependency-injection', 'environment-variables', 'json', 'jsonnet', 'jsonschema', 'omegaconf', 'pydantic', 'python', 'toml', 'type-hints', 'yaml']",True,True,False,True,False,False,False,False,False,1.0,25.0,False
openai/openai-agents-python,13,7,openai/openai-agents-python,swebench_live_full,13,2025-03-26 19:08:24+00:00,2025-09-02 09:55:04+00:00,,6904dcbbdbf211aa2542a1e824db28985a0e914b,2.2,1.4,497.0,306.0,199.0,107.0,15133.0,14851.0,0.9814,0.0,0.0,0.0,1.0,2.0,pyproject.toml;src/agents/tracing/setup.py,LICENSE,0.0,0.0,0.0,4.2,False,False,MIT,"A lightweight, powerful framework for multi-agent workflows",,29622.0,"['agents', 'ai', 'framework', 'harness', 'llm', 'openai', 'python']",True,True,True,True,False,False,False,False,True,0.9814,199.0,True
ouranosinc/xclim,14,4,Ouranosinc/xclim,swerebench_filtered,14,2019-05-30 18:33:16+00:00,2020-08-04 13:50:33+00:00,Apache License 2.0,c3cce368e5ac64b27ecc93157095f55fefd07305,7.8,1.5,159.0,76.0,43.0,33.0,5384.0,5384.0,1.0,0.0,0.0,0.0,15.0,1.0,setup.py,LICENSE,0.0,1.0,0.0,38.1,False,False,Apache-2.0,"Library of derived climate variables, ie climate indicators, based on xarray. ",,404.0,"['anuclim', 'climate-analysis', 'climate-science', 'dask', 'icclim', 'netcdf4', 'python', 'xarray', 'xclim']",True,True,False,True,False,False,False,False,False,1.0,43.0,False
pallets/flask,13,4,pallets/flask,swebench_full;swebench_live_full,14,2021-05-13 21:32:41+00:00,2025-05-17 04:29:30+00:00,,10bdf61a0f751f3cb000f8f8ac5ac5b4bb535677,2.1,1.1,249.0,83.0,35.0,48.0,4116.0,4097.0,0.9954,0.0,0.0,0.0,0.0,4.0,examples/celery/pyproject.toml;examples/javascript/pyproject.toml;examples/tutorial/pyproject.toml;pyproject.toml,LICENSE.txt,0.0,0.0,0.0,1.5,False,False,BSD-3-Clause,The Python micro framework for building web applications.,,74760.0,"['flask', 'jinja', 'pallets', 'python', 'web-framework', 'werkzeug', 'wsgi']",True,True,False,True,False,False,False,False,False,0.9954,35.0,False
pandas-dev/pandas,653,192,pandas-dev/pandas,swegym;swerebench_filtered,749,2022-05-28 05:08:07+00:00,2025-03-26 16:40:24+00:00,"BSD 3-Clause ""New"" or ""Revised"" License",543680dcd9af5e4a9443d54204ec21e801652252,8.7,6.1,2624.0,1503.0,379.0,1124.0,139172.0,110665.0,0.7952,5652.0,0.0,0.039,1.0,2.0,pyproject.toml;setup.py,LICENSE;LICENSES/BOTTLENECK_LICENCE;LICENSES/DATEUTIL_LICENSE;LICENSES/HAVEN_LICENSE;LICENSES/HAVEN_MIT;LICENSES/KLIB_LICENSE;LICENSES/MUSL_LICENSE;LICENSES/NUMPY_LICENSE;LICENSES/PACKAGING_LICENSE;LICENSES/PSF_LICENSE;LICENSES/PYPERCLIP_LICENSE;LICENSES/PYUPGRADE_LICENSE;LICENSES/SAS7BDAT_LICENSE;LICENSES/ULTRAJSON_LICENSE,0.0,1.0,0.0,54.0,False,False,BSD-3-Clause,"Flexible and powerful data analysis / manipulation library for Python, providing labeled data structures similar to R data.frame objects, statistical functions, and much more",,49777.0,"['alignment', 'data-analysis', 'data-science', 'flexible', 'pandas', 'python']",True,False,True,True,False,False,False,False,False,0.9823,379.0,True
patroni/patroni,21,10,patroni/patroni,swebench_live_full,21,2024-01-02 08:18:19+00:00,2025-08-14 11:08:42+00:00,,e8911304a33cb8f0c6c048d3f8bae717633aca09,2.3,2.6,267.0,117.0,82.0,35.0,20450.0,18451.0,0.9022,0.0,0.0,0.0,0.0,1.0,setup.py,LICENSE,0.0,1.0,0.0,3.6,False,False,MIT,"A template for PostgreSQL High Availability with Etcd, Consul, ZooKeeper, or Kubernetes",,8735.0,"['consul', 'etcd', 'failover', 'haproxy', 'high-availability', 'kubernetes', 'postgresql', 'raft', 'zookeeper']",True,True,True,True,False,False,False,False,True,0.9957,82.0,True
pdm-project/pdm,48,30,pdm-project/pdm,swebench_live_full;swerebench_filtered,49,2022-06-30 06:20:49+00:00,2025-06-25 01:18:08+00:00,MIT License,b728ef778f4d693a67bd9d11eaab00ad30c6802f,2.6,1.6,377.0,226.0,138.0,88.0,16756.0,16340.0,0.9752,0.0,86.0,0.0051,0.0,5.0,chatbot/pyproject.toml;pyproject.toml;src/pdm/cli/templates/default/pyproject.toml;src/pdm/cli/templates/minimal/pyproject.toml;src/pdm/models/setup.py,LICENSE,0.0,0.0,0.0,4.6,False,False,MIT,A modern Python package and dependency manager supporting the latest PEP standards,,8669.0,"['hacktoberfest', 'package-manager', 'packaging', 'pep582', 'pep621', 'python', 'workflow']",True,True,True,True,False,False,False,True,True,0.9753,138.0,True
pennylaneai/pennylane,75,24,PennyLaneAI/pennylane,swerebench_filtered,76,2020-11-04 08:40:18+00:00,2025-02-07 21:08:55+00:00,Apache License 2.0,e0b21748136c69e924be7d776c2588f47508f0b1,6.0,4.7,1599.0,1067.0,528.0,539.0,61558.0,61498.0,0.999,0.0,0.0,0.0,0.0,2.0,pyproject.toml;setup.py,LICENSE,0.0,1.0,0.0,74.6,False,False,Apache-2.0,"PennyLane is an open-source quantum software platform for quantum computing, quantum machine learning, and quantum chemistry. Create meaningful quantum algorithms, from inspiration to implementation.",,3475.0,"['autograd', 'automatic-differentiation', 'cirq', 'deep-learning', 'differentiable-computing', 'jax', 'machine-learning', 'neural-network', 'optimization', 'python', 'pytorch', 'qiskit', 'qml', 'quantum', 'quantum-chemistry', 'quantum-computing', 'quantum-machine-learning', 'tensorflow']",True,True,True,True,False,False,False,False,True,0.999,528.0,True
peterbe/hashin,14,3,peterbe/hashin,swerebench_filtered,14,2018-08-29 15:07:40+00:00,2024-09-20 21:25:17+00:00,MIT License,2bea4202782312b79a3857a3995305a1c0fcd62a,1.8,0.1,18.0,5.0,2.0,3.0,526.0,522.0,0.9924,0.0,0.0,0.0,0.0,1.0,setup.py,LICENSE,0.0,0.0,0.0,0.2,False,False,MIT,Helping you write hashed entries for packages in your requirements.txt,,107.0,[],True,True,False,True,False,False,False,False,False,0.9924,2.0,False
pika/pika,10,5,pika/pika,swerebench_filtered,10,2017-07-27 13:51:36+00:00,2022-08-22 16:30:09+00:00,"BSD 3-Clause ""New"" or ""Revised"" License",8598474923fd7809eeeaf88253da3c9a27cbf09a,2.7,1.2,157.0,87.0,48.0,39.0,8534.0,8426.0,0.9873,0.0,0.0,0.0,0.0,1.0,pyproject.toml,LICENSE,0.0,1.0,0.0,1.6,False,False,BSD-3-Clause,Pure Python RabbitMQ/AMQP 0-9-1 client library,,3886.0,"['amqp0-9-1', 'client', 'python', 'rabbitmq']",True,True,False,True,False,False,False,False,False,0.9873,48.0,False
planetlabs/planet-client-python,22,7,planetlabs/planet-client-python,swerebench_filtered,23,2017-11-09 21:30:58+00:00,2024-10-30 00:08:54+00:00,Apache License 2.0,efcb023bc194622414a3d71a5a9926173056534a,3.4,1.0,148.0,64.0,36.0,28.0,3505.0,3505.0,1.0,0.0,0.0,0.0,0.0,2.0,pyproject.toml;setup.py,LICENSE,0.0,0.0,0.0,4.2,False,False,Apache-2.0,Python client for Planet APIs,,300.0,[],True,True,False,True,False,False,False,False,False,1.0,36.0,False
pre-commit/pre-commit,40,8,pre-commit/pre-commit,swerebench_filtered,42,2017-05-10 19:53:23+00:00,2024-03-24 17:17:27+00:00,MIT License,716da1e49c36b8ae46d1dd0ef5aabdb475ee4388,2.8,1.0,204.0,131.0,65.0,66.0,4651.0,4424.0,0.9512,0.0,0.0,0.0,0.0,1.0,setup.py,LICENSE,0.0,0.0,0.0,0.8,False,False,MIT,A framework for managing and maintaining multi-language pre-commit hooks.,,15588.0,"['git', 'linter', 'pre-commit', 'python', 'refactoring']",True,True,True,True,False,False,False,False,True,0.9512,65.0,True
pre-commit/pre-commit-hooks,18,0,pre-commit/pre-commit-hooks,swerebench_filtered,20,2017-02-10 13:28:28+00:00,2024-10-07 02:00:07+00:00,MIT License,873992cf07fee49661fd05cc963e6ae6b46e1462,2.2,0.7,110.0,76.0,35.0,41.0,1566.0,1566.0,1.0,0.0,0.0,0.0,0.0,1.0,setup.py,LICENSE,0.0,0.0,0.0,0.2,False,False,MIT,Some out-of-the-box hooks for pre-commit,,6684.0,"['git', 'linter', 'pre-commit', 'python', 'refactoring']",True,True,False,True,False,False,False,False,False,1.0,35.0,False
privacyidea/privacyidea,10,8,privacyidea/privacyidea,swebench_live_full,12,2024-01-29 09:38:26+00:00,2025-08-22 14:05:43+00:00,,c529ef892c020320e8196628419e175bedca7a05,6.0,7.6,1931.0,519.0,370.0,149.0,100871.0,45220.0,0.4483,0.0,0.0,0.0,0.0,1.0,pyproject.toml,LICENSE,0.0,3.0,0.0,46.5,False,False,AGPL-3.0,":closed_lock_with_key: multi factor authentication system (2FA, MFA, OTP, FIDO Server)",,1775.0,"['2fa', 'authentication', 'ca', 'certificates', 'fido', 'fido2', 'identityserver', 'idm', 'mfa', 'opensource', 'otp', 'otp-server', 'passkey', 'passkeys', 'push', 'python', 'security-key', 'two-factor', 'two-factor-authentication', 'webauthn']",True,False,True,True,False,False,False,False,False,0.4483,370.0,False
probabl-ai/skore,15,1,probabl-ai/skore,swerebench_filtered,15,2024-10-21 13:26:00+00:00,2025-02-15 18:14:07+00:00,MIT License,035e4f65d914d492ac75c387c7b227fb1ed9e1c2,4.4,1.2,325.0,133.0,85.0,45.0,9000.0,4644.0,0.516,459.0,0.0,0.0485,0.0,1.0,skore/pyproject.toml,LICENSE,0.0,0.0,0.0,1.8,False,False,MIT,"Track your Data Science. Skore's open-source Python library accelerates ML model development with automated evaluation reports, smart methodological guidance, and comprehensive cross-validation analysis.",,666.0,"['data-analysis', 'data-science', 'data-visualization', 'machine-learning', 'python', 'scikit-learn', 'workflow']",True,False,True,True,False,False,False,False,False,0.5461,85.0,False
project-monai/monai,345,175,Project-MONAI/MONAI,swegym,374,2020-05-26 19:50:27+00:00,2024-05-10 12:37:06+00:00,,a052c4435a088a1e87f2d41279822109edbd59fd,4.9,4.5,1392.0,1164.0,398.0,766.0,72572.0,63717.0,0.878,0.0,0.0,0.0,0.0,2.0,pyproject.toml;setup.py,LICENSE,0.0,0.0,0.0,22.8,False,False,Apache-2.0,AI Toolkit for Healthcare Imaging,,8701.0,"['deep-learning', 'healthcare-imaging', 'medical-image-computing', 'medical-image-processing', 'monai', 'python3', 'pytorch']",True,True,True,True,False,False,False,False,True,0.878,398.0,True
projectmesa/mesa,14,4,projectmesa/mesa,swebench_live_full;swerebench_filtered,14,2021-03-04 14:47:50+00:00,2025-04-14 17:55:26+00:00,Apache License 2.0,08ff1edaba02bd6af95c545f4312dd039fb80bb9,3.9,1.3,181.0,102.0,84.0,18.0,6317.0,6317.0,1.0,0.0,188.0,0.0298,12.0,1.0,pyproject.toml,LICENSE,0.0,1.0,0.0,1.4,False,False,Apache-2.0,"Mesa is an open-source Python library for agent-based modeling, ideal for simulating complex systems and exploring emergent behaviors.",,3856.0,"['agent-based-modeling', 'agent-based-simulation', 'complex-systems', 'complexity-analysis', 'gis', 'mesa', 'modeling-agents', 'simulation', 'simulation-environment', 'simulation-framework', 'spatial-models']",True,True,True,True,False,False,False,False,True,1.0,84.0,True
psf/black,15,6,psf/black,swebench_live_full;swerebench_filtered,15,2020-10-31 18:29:26+00:00,2025-07-29 14:04:23+00:00,MIT License,bdd7fcd9396350b2887e22dec67072db3aeeeaa9,2.8,12.4,429.0,295.0,60.0,235.0,19492.0,19491.0,0.9999,0.0,680.0,0.0349,6.0,3.0,docs/compatible_configs/isort/pyproject.toml;docs/compatible_configs/pylint/pyproject.toml;pyproject.toml,LICENSE,0.0,0.0,0.0,5.8,False,False,MIT,The uncompromising Python code formatter,,41849.0,"['autopep8', 'code', 'codeformatter', 'formatter', 'gofmt', 'hacktoberfest', 'pre-commit-hook', 'python', 'yapf']",True,True,True,True,False,False,False,False,True,1.0,60.0,True
psf/requests,44,11,psf/requests,swebench_full;swebench_live_full,45,2012-08-10 16:49:52+00:00,2024-02-22 01:11:15+00:00,,382fc2c0c6c0ef0874bc65bc1175f97c073e5086,3.3,0.9,103.0,35.0,21.0,14.0,2800.0,2800.0,1.0,0.0,0.0,0.0,0.0,2.0,pyproject.toml;setup.py,LICENSE,0.0,1.0,0.0,5.1,False,False,Apache-2.0,"A simple, yet elegant, HTTP library.",,54334.0,"['client', 'cookies', 'forhumans', 'http', 'humans', 'python', 'python-requests', 'requests']",True,True,False,True,False,False,False,False,False,1.0,21.0,False
pvlib/pvlib-python,26,6,pvlib/pvlib-python,swebench_live_full,30,2024-01-11 23:08:20+00:00,2025-04-30 17:31:02+00:00,,216386ef2f2fcdcaf1b3ecb5913abdf54e9eabaf,6.9,2.5,442.0,178.0,115.0,63.0,13090.0,13019.0,0.9946,0.0,0.0,0.0,8.0,3.0,pvlib/spa_c_files/setup.py;pyproject.toml;setup.py,LICENSE,0.0,1.0,0.0,78.0,False,False,BSD-3-Clause,A set of documented functions for simulating the performance of photovoltaic energy systems.,,1668.0,"['photovoltaic', 'python', 'renewable-energy', 'renewables', 'solar-energy']",True,True,True,True,False,False,False,False,True,0.9989,115.0,True
pycqa/pyflakes,16,1,PyCQA/pyflakes,swerebench_filtered,16,2017-05-31 03:24:45+00:00,2023-01-31 18:34:43+00:00,MIT License,e9324649874a7124a08c3826d4cf78a4dc3aa32c,1.8,0.5,32.0,22.0,11.0,11.0,1761.0,1761.0,1.0,0.0,0.0,0.0,0.0,1.0,setup.py,LICENSE,0.0,0.0,0.0,0.3,False,False,MIT,A simple program which checks Python source files for errors,,1459.0,"['hacktoberfest', 'linter', 'python']",True,True,False,True,False,False,False,False,False,1.0,9.0,False
pydantic/pydantic,79,30,pydantic/pydantic,swegym,83,2022-12-27 23:18:46+00:00,2024-05-17 15:27:52+00:00,,7bdfac37dae746d6ee81cfec256657351074ff79,3.5,2.8,489.0,295.0,105.0,190.0,24054.0,24011.0,0.9982,0.0,0.0,0.0,0.0,1.0,pyproject.toml,LICENSE,0.0,0.0,0.0,6.5,False,False,MIT,Data validation using Python type hints,,28843.0,"['hints', 'json-schema', 'parsing', 'pydantic', 'python', 'python310', 'python311', 'python312', 'python313', 'python39', 'validation']",True,True,True,True,False,False,False,False,True,0.9982,105.0,True
pydata/xarray,122,40,pydata/xarray,swebench_full;swebench_live_full;swerebench_filtered,140,2019-04-17 21:52:37+00:00,2025-03-29 13:58:42+00:00,Apache License 2.0,d008e331ba11f6cb648ff447756e14e3252b368d,4.8,3.4,387.0,223.0,145.0,78.0,41210.0,41157.0,0.9987,0.0,0.0,0.0,9.0,2.0,pyproject.toml;setup.py,LICENSE;licenses/ANYTREE_LICENSE;licenses/DASK_LICENSE;licenses/ICOMOON_LICENSE;licenses/NUMPY_LICENSE;licenses/PANDAS_LICENSE;licenses/PYTHON_LICENSE;licenses/SCIKIT_LEARN_LICENSE;licenses/SEABORN_LICENSE,0.0,4.0,0.0,9.5,False,False,Apache-2.0,N-D labeled arrays and datasets in Python,,4199.0,"['dask', 'netcdf', 'numpy', 'pandas', 'python', 'xarray']",True,True,True,True,False,False,False,False,True,0.9987,145.0,True
